r_bend,p99_springback_mm,max_springback_mm,feasible,campaign_runtime_s
5.022311557788944,1.7861510586883977,1.8199154632082881,True,0.03937510697869584
5.0526633165829145,1.795889821419652,1.8298445444741795,True,0.03976504202000797
5.083015075376885,1.805628548626526,1.839773599729888,True,0.03937361197313294
5.113366834170854,1.815359538300786,1.8497026288342489,True,0.040590043005067855
5.143718592964824,1.8250946904113918,1.8596316316461081,True,0.042214419052470475
5.174070351758794,1.834831359704063,1.869560608024301,True,0.04147955897497013
5.2044221105527635,1.8445680039166363,1.879489557827685,True,0.04069119499763474
5.234773869346734,1.8543046229159625,1.8894184809150838,True,0.03961924696341157
5.265125628140703,1.8640412165689804,1.899347377145344,True,0.03954706300282851
5.295477386934673,1.8737777847425408,1.9092762463773116,True,0.03994569298811257
5.325829145728643,1.883514327303539,1.919205088469822,True,0.03948197595309466
5.356180904522613,1.8932508441188807,1.9291339032817212,True,0.04171015997417271
5.386532663316583,1.90298733505545,1.9390626906718555,True,0.03961702197557315
5.416884422110552,1.9127237999801308,1.948991450499038,True,0.03975603403523564
5.447236180904523,1.9224602387598064,1.958920182622148,True,0.039713476959150285
5.477587939698492,1.9321966512613729,1.9688488869000098,True,0.03973507398040965
5.5079396984924625,1.941933037351724,1.9787775631914584,True,0.039575217000674456
5.538291457286432,1.9516693968977445,1.988706211355351,True,0.03975347400410101
5.568643216080401,1.9614056915111562,1.998634831250512,True,0.03979490901110694
5.598994974874372,1.9711419374072459,2.0085634227357874,True,0.039895638008601964
5.629346733668342,1.9808781563599904,2.0184919856700234,True,0.03964281303342432
5.6596984924623115,1.9906123462028897,2.0284205199120664,True,0.03998054104158655
5.690050251256281,2.000343530594798,2.0383490253207404,False,0.03980569797568023
5.720402010050251,2.010074687672113,2.0482775017549026,False,0.040341286978218704
5.750753768844221,2.0198058173019287,2.0582059490733995,False,0.04088174400385469
5.781105527638191,2.0295389320124366,2.068134367135044,False,0.04007146798539907
5.8114572864321605,2.0392786250285164,2.078062755798704,False,0.04212854098295793
5.84180904522613,2.0490182901488914,2.0879911149232044,False,0.040258170978631824
5.8721608040201,2.05874834376052,2.097919444367402,False,0.040202664968091995
5.902512562814071,2.068478182141961,2.107847743990121,False,0.04011762299342081
5.93286432160804,2.0782079922849523,2.117776013650219,False,0.040375927987042814
5.96321608040201,2.0879377561688397,2.1277042532065304,False,0.040969082969240844
5.99356783919598,2.0976674725635642,2.137632462517891,False,0.04144995100796223
6.02391959798995,2.1073971603214745,2.147560641443147,False,0.03993020497728139
6.05427135678392,2.117126819309709,2.1574887898411443,False,0.04004181199707091
6.084623115577889,2.126856449395403,2.1674169075707184,False,0.03992337500676513
6.114974874371859,2.136586050445706,2.177344994490704,False,0.04039940098300576
6.145326633165829,2.1463156223277657,2.1872730504599702,False,0.04018182499567047
6.175678391959799,2.156045127466913,2.1972010753373183,False,0.04014344001188874
